Spain
32 36 58 50 29 43 45 45 32 48 60 43
Filipino cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
2 2 9 26 5 3 4 3 5 4 4 6
8 10 14 13 12 7 13 7 12 10 14 15
9 10 5 14 12 4 8 4 5 6 5 7
5 5 5 17 18 2 6 4 4 4 3 3
14 18 18 10 20 18 14 14 30 31 23 21
62 55 48 20 32 67 54 67 45 44 50 47
25 26 45 48 25 29 38 31 30 25 39 40
Indonesian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
4 4 7 10 12 8 7 9 9 8 6 7
11 11 11 24 22 14 20 9 19 21 17 16
7 9 5 15 12 3 9 5 5 8 5 8
7 5 4 9 10 2 6 6 3 3 4 3
13 16 20 14 17 14 12 12 27 26 22 20
58 55 53 27 27 59 44 58 37 34 45 46
35 34 39 47 46 54 50 44 44 44 53 43
Taiwanese cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
3 5 8 11 5 4 4 7 6 5 6 4
8 12 15 19 10 9 16 11 9 8 13 11
7 10 5 15 10 3 9 4 5 5 6 6
5 6 3 10 12 2 7 5 3 3 3 3
13 15 18 16 24 17 13 12 31 32 23 24
63 52 50 29 38 64 51 61 46 46 49 52
32 36 48 42 24 37 41 46 28 25 55 31
Australian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
2 3 7 12 5 5 3 4 7 5 7 5
12 8 13 24 14 20 14 8 20 15 20 16
7 9 3 12 9 5 9 5 6 5 5 6
5 4 3 7 7 1 5 4 2 2 3 2
15 18 21 16 24 17 16 13 29 32 22 22
59 58 53 29 41 51 53 67 37 40 44 49
35 27 43 52 32 52 36 35 42 34 51 41
Japanese cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
23 22 29 22 12 12 14 32 23 26 20 17
26 27 28 26 19 24 28 23 24 31 29 29
15 21 7 13 11 10 14 11 9 12 12 10
10 11 4 10 13 7 8 8 5 6 6 5
4 5 9 11 17 10 9 5 16 12 11 14
20 14 22 19 29 36 27 22 23 12 22 25
62 57 74 58 43 57 58 70 61 66 72 61
American cuisine (i.e. from the USA)
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
10 17 62 31 22 20 12 14 19 16 19 19
34 27 22 37 31 41 32 29 44 44 44 42
23 28 3 10 8 15 23 17 12 22 13 17
10 11 1 5 5 5 9 10 3 5 5 3
4 6 4 8 14 6 7 7 12 9 10 9
19 12 8 9 19 13 16 22 10 4 9 10
54 49 91 75 66 70 53 56 70 63 68 68
Mexican cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
22 28 51 26 20 27 15 29 30 25 29 32
40 39 28 34 29 35 43 33 39 46 41 41
11 18 5 10 8 10 13 10 8 9 6 6
3 5 4 3 4 4 4 3 2 4 3 2
4 3 4 11 15 6 7 4 9 8 7 6
18 7 8 15 24 19 18 21 11 8 14 12
77 72 86 71 64 76 71 78 78 77 69 84
Caribbean cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
5 11 18 11 6 14 6 11 9 8 10 10
20 23 26 21 13 30 20 11 17 24 24 22
9 15 5 12 7 10 10 5 6 7 5 6
4 3 3 5 6 3 4 3 1 3 2 2
14 12 13 20 27 10 12 11 26 25 19 19
49 35 35 32 41 33 48 60 41 34 40 40
49 54 68 47 33 66 50 54 44 48 46 54
Argentinian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
17 22 9 9 6 5 8 9 9 7 6 9
35 43 14 21 11 12 25 12 18 16 15 20
7 10 3 12 9 2 7 4 4 5 6 3
3 2 3 5 6 2 3 3 1 2 2 2
8 7 19 19 26 16 12 11 28 26 21 20
30 17 52 33 43 63 44 61 40 43 50 45
75 77 48 45 29 46 60 54 45 41 45 54
Brazilian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
12 11 12 11 7 6 5 11 7 7 7 7
30 26 17 22 17 15 20 17 18 17 17 19
10 15 4 13 9 4 9 6 5 6 5 5
3 3 2 5 5 3 4 3 1 2 2 1
9 11 17 19 24 15 13 11 28 28 20 22
37 35 47 31 38 57 50 53 41 41 48 46
66 56 55 48 39 49 49 58 42 40 46 48
Peruvian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
5 11 9 7 3 2 2 3 4 4 4 4
12 20 12 16 9 6 9 9 6 9 10 10
8 15 4 12 9 3 8 3 4 5 6 5
4 4 3 6 7 2 5 3 2 2 3 3
15 13 19 22 26 17 15 13 32 29 24 24
56 37 53 36 45 70 60 69 51 50 54 54
39 50 44 37 23 27 28 39 21 27 32 30
